Title,Release Date,Team,Rating,Summary,Genre 1,Genre 2,Times Listed Clean,Number of Reviews Clean,Plays Clean,Backlogs Clean,Wishlist Clean
Black,2006-02-24,"Electronic Arts, Criterion Games",3.4,"Black takes place in Chechnya (Southern Russia). The protagonist is a black ops soldier named Sergeant First Class Jack Kellar (portrayed by Marty Papazian). Kellar tells most of the story in first-person at an interrogation four days after the events in the story begin.
             

              Kellar is an inadequately disciplined member of a CIA black ops group and a veteran of several conflicts including Guatemala, Colombia, Iran and Croatia. The unknown interrogator (portrayed by Paul Pape) questions Kellar about an arms smuggling and terrorist operation called the Seventh Wave. Seventh Wave have been responsible for a number of terrorist attacks. Kellar is told that, unless he co-operates, he and his actions will be declassified, he will be dishonorably discharged and imprisoned for life. Though initially resistant, Kellar at last agrees to tell his story.",Shooter,,233,233,2100,359,196
Mario Super Sluggers,2008-06-19,"Namco Bandai Games, Nintendo",3.7,"Mario Super Sluggers, the sequel to Mario Superstar Baseball, continues the arcade-style gameplay of Mario sports games. Mario and friends are invited to the Baseball Kingdom to play games against each other. When Bowser hears this, he immediately interrupts the party.
             

              There are several game modes to choose from like in the previous game. In Exhibition mode, players play a single game against each other. Players can choose different options such as how many innings to play, if captains can use star powers (each captain has a different star swing and pitch), and toggle error items off and on (error items can be thrown at fielders).
             

              The single-player Challenge mode is different this time around. Instead of choosing a team captain, players start with Mario who must find teammates to take on Bowser Jr. and Bowser. Teammates aren't unlocked by playing a game rather they only join the team by clearing certain objectives. Most of the action takes place on areas with an overhead perspective; each area is based around a team captain. Each captain has a special ability to find teammates and coins, which are used to buy items to aid in the quest or in a game against Bowser Jr. or later against Bowser. More coins can be gotten in minigames.
             

              Toy Field mode is slightly different to the one featured in Mario Superstar Baseball. Like in the GameCube game, players take turns batting to get points; a turn is granted to whomever grabs and holds the ball after a certain amount of time has passed. Unlike in the previous game, however, fielders can attack each other to steal the ball away from whomever has it. The batter can also throw items at the fielders to cause them to drop the ball and grant the batter another turn.",Sport,,153,153,1800,133,81
Worms Armageddon,1999-01-29,"Team17, Infogrames Europe",3.8,"Those intrepid invertebrates return with a vengeance in the much-loved Worms Armageddon. It’s a whole new can of worms! It’s hilarious fun that you can enjoy on your own or with all your friends.
             

              Worms Armageddon was originally developed as an expansion pack to Worms 2 and initially titled Wormageddon before it was released as a standalone game. Worms Armageddon was acclaimed by critics, who praised the refined gameplay and stylized graphics, and it has been featured in a number of ""greatest games of all time"" lists. Worms Armageddon is still updated periodically as of 2020, and was released on the Steam platform in 2013.",Platform, Shooter,180,180,2100,150,57
Street Fighter II Turbo,1993-07-11,Capcom,3.7,"They're back and they're badder than ever! Faster, stronger and with all new moves, twelve of the greatest fighters from across the globe are ready to do battle! Choose your champion and get ready for the big brawl as they try to earn the right to battle M. Bison for the title. And just when you think you've mastered it all, crank it up a notch and go TURBO!",Fighting,,174,174,1600,89,50
Tekken 4,2001-07-01,"Namco, Namco Hometek",3.4,"Tekken 4 marks the return of Namco's premier fighting franchise, Tekken. This version features enhanced graphics, gameplay mechanics, and fearsome fighters. Newcomers engage old favorites in interactive, multileveled arenas. The addition of walls, terrain effects, position changes, and enhanced sidestepping will force you to adjust your fighting strategy. Expanded game modes such as Training, Team Battle and the new Tekken Force provide the player with a deeper gameplay experience.",Fighting,,243,243,1900,144,109
Legacy of Kain: Soul Reaver,1999-08-16,"Eidos Interactive, Crystal Dynamics",3.7,"A third-person action/adventure game in which, after the events of Blood Omen: Legacy of Kain (1996), Kain has created a vampiric empire in the world of Nosgoth. One of Kain's children and underlings, Raziel, is disgraced and cast down by a jealous Kain after surpassing him by growing wings and woken up centuries after in a corrupted form to get revenge against his once-brothers.",Adventure,,260,260,1300,833,328
Mega Man X7,2003-07-17,"Capcom Production Studio 3, Capcom",1.4,"The plot of Mega Man X7 takes place in the 22nd century, during an age when humans coexist with humanoid robots called ""Reploids"". As some Reploids participate in violent and destructive crime, a police organization called the ""Maverick Hunters"" has been established to stamp out this activity. Maverick crime is rising in newly constructed cities. As this new crime wave hits, X retires, tired from the never-ending battles. A new group of vigilantes, Red Alert, is introduced. One of their members, Axl, decides he has had enough of their ""murdering"" and tries to leave the group. Red, the group's leader, is angered by Axl deserting, and goes on a rampage to get Axl back.",Adventure, Platform,231,231,1300,385,113
Final Fantasy I & II: Dawn of Souls,2004-07-29,"Square Enix, Nintendo",3.4,"Final Fantasy I & II: Dawn of Souls is a compilation of the first two games in the Final Fantasy series. Graphically, it is similar to the previously released enhanced remakes of both games for the WonderSwan Color.",RPG,,93,93,1100,207,63
Mega Man ZX,2006-07-06,"Inti Creates, Capcom",3.7,"This game contains elements from the Mega Man X series and the Mega Man Zero series. The players are on a 2-dimensional overlay map with sprites where they engage enemies to finish their mission. When a player receives a Biometal, he is able to change form, gaining various abilities, such as the charge moves, or charging the player's weapon with an element of that Biometal; for example, Biometal H will charge the weapon with electricity. While in a special form, using the form-specific abilities use up weapon energy. When the player receives the other half of the Biometal, he is able to perform a different special ability.",Platform, Shooter,239,239,1300,540,159
Metal Gear 2: Solid Snake,1990-07-20,Konami,3.5,"Solid Snake, now retired from Fox-Hound, returns in this sequel to Metal Gear. Dr. Kio Marv, the inventor of OILIX, was taken hostage. The new commander of Fox-Hound, Colonel Roy Campbell, calls Snake back to active duty to infiltrate Zanzibar and rescue Dr. Marv.",Adventure,,306,306,1200,501,183
